"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"USW00014764","43.64222","-70.30444","13.7","2015-04-08","36","42","28"
"USW00014764","43.64222","-70.30444","13.7","2015-04-09","33","35","29"
"USW00014764","43.64222","-70.30444","13.7","2015-04-10","36","43","34"
"USW00014764","43.64222","-70.30444","13.7","2015-04-11","45","54","31"
"USW00014764","43.64222","-70.30444","13.7","2015-04-12","49","68","29"
"USW00014764","43.64222","-70.30444","13.7","2015-04-13","51","66","33"
"USW00014764","43.64222","-70.30444","13.7","2015-04-14","57","70","40"
"USW00014764","43.64222","-70.30444","13.7","2015-04-15","53","65","38"
"USW00014764","43.64222","-70.30444","13.7","2015-04-16","46","55","28"
"USW00014764","43.64222","-70.30444","13.7","2015-04-17","52","67","45"
"USW00014764","43.64222","-70.30444","13.7","2015-04-18","51","55","39"
"USW00014764","43.64222","-70.30444","13.7","2015-04-19","46","57","36"
"USW00014764","43.64222","-70.30444","13.7","2015-04-20","42","48","36"
"USW00014764","43.64222","-70.30444","13.7","2015-04-21","51","63","41"
"USW00014764","43.64222","-70.30444","13.7","2015-04-22","49","60","35"
"USW00014764","43.64222","-70.30444","13.7","2015-04-23","47","53","38"
"USW00014764","43.64222","-70.30444","13.7","2015-04-24","43","54","35"
"USW00014764","43.64222","-70.30444","13.7","2015-04-25","43","55","32"
"USW00014764","43.64222","-70.30444","13.7","2015-04-26","47","56","39"
"USW00014764","43.64222","-70.30444","13.7","2015-04-27","51","58","43"
"USW00014764","43.64222","-70.30444","13.7","2015-04-28","52","63","44"
"USW00014764","43.64222","-70.30444","13.7","2015-04-29","54","57","45"
"USW00014764","43.64222","-70.30444","13.7","2015-04-30","51","60","41"
"USW00014764","43.64222","-70.30444","13.7","2015-05-01","48","55","39"
"USW00014764","43.64222","-70.30444","13.7","2015-05-02","45","54","38"
"USW00014764","43.64222","-70.30444","13.7","2015-05-03","49","62","40"
"USW00014764","43.64222","-70.30444","13.7","2015-05-04","57","76","42"
"USW00014764","43.64222","-70.30444","13.7","2015-05-05","69","75","51"
"USW00014764","43.64222","-70.30444","13.7","2015-05-06","60","72","42"
"USW00014764","43.64222","-70.30444","13.7","2015-05-07","65","84","46"
"USW00014764","43.64222","-70.30444","13.7","2015-05-08","54","58","44"
"USW00014764","43.64222","-70.30444","13.7","2015-05-09","49","59","44"
"USW00014764","43.64222","-70.30444","13.7","2015-05-10","65","83","52"
"USW00014764","43.64222","-70.30444","13.7","2015-05-11","62","68","48"
"USW00014764","43.64222","-70.30444","13.7","2015-05-12","57","82","47"
"USW00014764","43.64222","-70.30444","13.7","2015-05-13","62","64","44"
"USW00014764","43.64222","-70.30444","13.7","2015-05-14","55","68","40"
"USW00014764","43.64222","-70.30444","13.7","2015-05-15","56","70","43"
"USW00014764","43.64222","-70.30444","13.7","2015-05-16","55","63","48"
"USW00014764","43.64222","-70.30444","13.7","2015-05-17","58","74","48"
"USW00014764","43.64222","-70.30444","13.7","2015-05-18","53","61","48"
"USW00014764","43.64222","-70.30444","13.7","2015-05-19","54","65","49"
"USW00014764","43.64222","-70.30444","13.7","2015-05-20","61","67","45"
"USW00014764","43.64222","-70.30444","13.7","2015-05-21","55","69","39"
"USW00014764","43.64222","-70.30444","13.7","2015-05-22","58","67","47"
"USW00014764","43.64222","-70.30444","13.7","2015-05-23","53","65","39"
"USW00014764","43.64222","-70.30444","13.7","2015-05-24","64","83","50"
"USW00014764","43.64222","-70.30444","13.7","2015-05-25","71","84","55"
"USW00014764","43.64222","-70.30444","13.7","2015-05-26","69","91","58"
"USW00014764","43.64222","-70.30444","13.7","2015-05-27","72","79","63"
"USW00014764","43.64222","-70.30444","13.7","2015-05-28","71","80","64"
"USW00014764","43.64222","-70.30444","13.7","2015-05-29","69","77","59"
"USW00014764","43.64222","-70.30444","13.7","2015-05-30","65","84","54"
"USW00014764","43.64222","-70.30444","13.7","2015-05-31","64","73","50"
"USW00014764","43.64222","-70.30444","13.7","2015-06-01","50","51","46"
"USW00014764","43.64222","-70.30444","13.7","2015-06-02","47","50","45"
"USW00014764","43.64222","-70.30444","13.7","2015-06-03","51","61","45"
"USW00014764","43.64222","-70.30444","13.7","2015-06-04","52","60","44"
"USW00014764","43.64222","-70.30444","13.7","2015-06-05","51","58","43"
"USW00014764","43.64222","-70.30444","13.7","2015-06-06","59","73","50"
"USW00014764","43.64222","-70.30444","13.7","2015-06-07","58","67","43"
"USW00014764","43.64222","-70.30444","13.7","2015-06-08","57","65","53"
"USW00014764","43.64222","-70.30444","13.7","2015-06-09","62","68","58"
"USW00014764","43.64222","-70.30444","13.7","2015-06-10","69","81","60"
"USW00014764","43.64222","-70.30444","13.7","2015-06-11","72","86","60"
"USW00014764","43.64222","-70.30444","13.7","2015-06-12","71","80","59"
"USW00014764","43.64222","-70.30444","13.7","2015-06-13","69","85","59"
"USW00014764","43.64222","-70.30444","13.7","2015-06-14","68","78","56"
"USW00014764","43.64222","-70.30444","13.7","2015-06-15","58","61","54"
"USW00014764","43.64222","-70.30444","13.7","2015-06-16","57","61","55"
"USW00014764","43.64222","-70.30444","13.7","2015-06-17","65","75","53"
"USW00014764","43.64222","-70.30444","13.7","2015-06-18","61","72","50"
"USW00014764","43.64222","-70.30444","13.7","2015-06-19","67","80","57"
"USW00014764","43.64222","-70.30444","13.7","2015-06-20","62","69","49"
"USW00014764","43.64222","-70.30444","13.7","2015-06-21","62","72","58"
"USW00014764","43.64222","-70.30444","13.7","2015-06-22","65","72","59"
"USW00014764","43.64222","-70.30444","13.7","2015-06-23","62","67","58"
"USW00014764","43.64222","-70.30444","13.7","2015-06-24","70","82","56"
"USW00014764","43.64222","-70.30444","13.7","2015-06-25","68","78","56"
"USW00014764","43.64222","-70.30444","13.7","2015-06-26","63","67","53"
"USW00014764","43.64222","-70.30444","13.7","2015-06-27","60","70","49"
"USW00014764","43.64222","-70.30444","13.7","2015-06-28","57","59","52"
"USW00014764","43.64222","-70.30444","13.7","2015-06-29","58","69","51"
"USW00014764","43.64222","-70.30444","13.7","2015-06-30","67","75","62"
"USW00014764","43.64222","-70.30444","13.7","2015-07-01","63","68","60"
"USW00014764","43.64222","-70.30444","13.7","2015-07-02","69","78","58"
"USW00014764","43.64222","-70.30444","13.7","2015-07-03","68","80","54"
"USW00014764","43.64222","-70.30444","13.7","2015-07-04","63","71","53"
"USW00014764","43.64222","-70.30444","13.7","2015-07-05","68","82","55"
"USW00014764","43.64222","-70.30444","13.7","2015-07-06","71","82","60"
"USW00014764","43.64222","-70.30444","13.7","2015-07-07","68","76","58"
"USW00014764","43.64222","-70.30444","13.7","2015-07-08","74","84","62"
"USW00014764","43.64222","-70.30444","13.7","2015-07-09","66","72","58"
"USW00014764","43.64222","-70.30444","13.7","2015-07-10","70","84","61"
"USW00014764","43.64222","-70.30444","13.7","2015-07-11","73","87","60"
"USW00014764","43.64222","-70.30444","13.7","2015-07-12","77","90","64"
"USW00014764","43.64222","-70.30444","13.7","2015-07-13","74","78","60"
"USW00014764","43.64222","-70.30444","13.7","2015-07-14","67","76","60"
"USW00014764","43.64222","-70.30444","13.7","2015-07-15","71","82","62"
"USW00014764","43.64222","-70.30444","13.7","2015-07-16","65","76","55"
"USW00014764","43.64222","-70.30444","13.7","2015-07-17","64","74","51"
"USW00014764","43.64222","-70.30444","13.7","2015-07-18","65","70","63"
"USW00014764","43.64222","-70.30444","13.7","2015-07-19","70","81","64"
"USW00014764","43.64222","-70.30444","13.7","2015-07-20","71","84","62"
"USW00014764","43.64222","-70.30444","13.7","2015-07-21","65","70","60"
"USW00014764","43.64222","-70.30444","13.7","2015-07-22","69","82","57"
"USW00014764","43.64222","-70.30444","13.7","2015-07-23","67","78","57"
"USW00014764","43.64222","-70.30444","13.7","2015-07-24","67","76","55"
"USW00014764","43.64222","-70.30444","13.7","2015-07-25","62","67","59"
"USW00014764","43.64222","-70.30444","13.7","2015-07-26","62","67","59"
"USW00014764","43.64222","-70.30444","13.7","2015-07-27","68","77","63"
"USW00014764","43.64222","-70.30444","13.7","2015-07-28","71","83","62"
"USW00014764","43.64222","-70.30444","13.7","2015-07-29","75","88","63"
"USW00014764","43.64222","-70.30444","13.7","2015-07-30","74","86","66"
"USW00014764","43.64222","-70.30444","13.7","2015-07-31","77","86","68"
"USW00014764","43.64222","-70.30444","13.7","2015-08-01","74","86","60"
"USW00014764","43.64222","-70.30444","13.7","2015-08-02","71","81","61"
"USW00014764","43.64222","-70.30444","13.7","2015-08-03","72","81","64"
"USW00014764","43.64222","-70.30444","13.7","2015-08-04","70","80","60"
"USW00014764","43.64222","-70.30444","13.7","2015-08-05","69","82","57"
"USW00014764","43.64222","-70.30444","13.7","2015-08-06","69","80","56"
"USW00014764","43.64222","-70.30444","13.7","2015-08-07","66","76","53"
"USW00014764","43.64222","-70.30444","13.7","2015-08-08","67","80","54"
"USW00014764","43.64222","-70.30444","13.7","2015-08-09","67","77","59"
"USW00014764","43.64222","-70.30444","13.7","2015-08-10","67","77","57"
"USW00014764","43.64222","-70.30444","13.7","2015-08-11","66","67","64"
"USW00014764","43.64222","-70.30444","13.7","2015-08-12","69","80","62"
"USW00014764","43.64222","-70.30444","13.7","2015-08-13","68","77","58"
"USW00014764","43.64222","-70.30444","13.7","2015-08-14","69","80","56"
"USW00014764","43.64222","-70.30444","13.7","2015-08-15","73","85","61"
"USW00014764","43.64222","-70.30444","13.7","2015-08-16","74","85","65"
"USW00014764","43.64222","-70.30444","13.7","2015-08-17","76","89","65"
"USW00014764","43.64222","-70.30444","13.7","2015-08-18","76","86","66"
"USW00014764","43.64222","-70.30444","13.7","2015-08-19","74","83","69"
"USW00014764","43.64222","-70.30444","13.7","2015-08-20","71","75","67"
"USW00014764","43.64222","-70.30444","13.7","2015-08-21","69","73","67"
"USW00014764","43.64222","-70.30444","13.7","2015-08-22","71","78","64"
"USW00014764","43.64222","-70.30444","13.7","2015-08-23","68","70","65"
"USW00014764","43.64222","-70.30444","13.7","2015-08-24","70","79","66"
"USW00014764","43.64222","-70.30444","13.7","2015-08-25","69","75","68"
"USW00014764","43.64222","-70.30444","13.7","2015-08-26","72","80","64"
"USW00014764","43.64222","-70.30444","13.7","2015-08-27","70","79","59"
"USW00014764","43.64222","-70.30444","13.7","2015-08-28","66","77","55"
"USW00014764","43.64222","-70.30444","13.7","2015-08-29","66","75","55"
"USW00014764","43.64222","-70.30444","13.7","2015-08-30","70","81","60"
"USW00014764","43.64222","-70.30444","13.7","2015-08-31","73","86","61"
"USW00014764","43.64222","-70.30444","13.7","2015-09-01","71","80","61"
"USW00014764","43.64222","-70.30444","13.7","2015-09-02","69","84","57"
"USW00014764","43.64222","-70.30444","13.7","2015-09-03","74","86","64"
"USW00014764","43.64222","-70.30444","13.7","2015-09-04","68","72","53"
"USW00014764","43.64222","-70.30444","13.7","2015-09-05","63","78","49"
"USW00014764","43.64222","-70.30444","13.7","2015-09-06","67","82","54"
"USW00014764","43.64222","-70.30444","13.7","2015-09-07","75","92","60"
"USW00014764","43.64222","-70.30444","13.7","2015-09-08","80","89","70"
"USW00014764","43.64222","-70.30444","13.7","2015-09-09","74","86","65"
"USW00014764","43.64222","-70.30444","13.7","2015-09-10","73","78","64"
"USW00014764","43.64222","-70.30444","13.7","2015-09-11","65","73","56"
"USW00014764","43.64222","-70.30444","13.7","2015-09-12","62","74","51"
"USW00014764","43.64222","-70.30444","13.7","2015-09-13","61","62","59"
"USW00014764","43.64222","-70.30444","13.7","2015-09-14","64","73","57"
"USW00014764","43.64222","-70.30444","13.7","2015-09-15","69","83","57"
"USW00014764","43.64222","-70.30444","13.7","2015-09-16","71","85","59"
"USW00014764","43.64222","-70.30444","13.7","2015-09-17","70","82","59"
"USW00014764","43.64222","-70.30444","13.7","2015-09-18","69","83","58"
"USW00014764","43.64222","-70.30444","13.7","2015-09-19","67","75","57"
"USW00014764","43.64222","-70.30444","13.7","2015-09-20","67","72","48"
"USW00014764","43.64222","-70.30444","13.7","2015-09-21","57","69","44"
"USW00014764","43.64222","-70.30444","13.7","2015-09-22","56","65","48"
"USW00014764","43.64222","-70.30444","13.7","2015-09-23","59","74","45"
"USW00014764","43.64222","-70.30444","13.7","2015-09-24","62","74","52"
"USW00014764","43.64222","-70.30444","13.7","2015-09-25","56","63","47"
"USW00014764","43.64222","-70.30444","13.7","2015-09-26","53","63","41"
"USW00014764","43.64222","-70.30444","13.7","2015-09-27","51","67","35"
"USW00014764","43.64222","-70.30444","13.7","2015-09-28","60","74","47"
"USW00014764","43.64222","-70.30444","13.7","2015-09-29","67","75","63"
"USW00014764","43.64222","-70.30444","13.7","2015-09-30","64","69","54"
"USW00014764","43.64222","-70.30444","13.7","2015-10-01","56","62","50"
"USW00014764","43.64222","-70.30444","13.7","2015-10-02","52","55","47"
"USW00014764","43.64222","-70.30444","13.7","2015-10-03","51","58","44"
"USW00014764","43.64222","-70.30444","13.7","2015-10-04","48","58","38"
"USW00014764","43.64222","-70.30444","13.7","2015-10-05","48","61","35"
"USW00014764","43.64222","-70.30444","13.7","2015-10-06","53","69","40"
"USW00014764","43.64222","-70.30444","13.7","2015-10-07","53","67","41"
"USW00014764","43.64222","-70.30444","13.7","2015-10-08","53","63","41"
"USW00014764","43.64222","-70.30444","13.7","2015-10-09","49","59","39"
"USW00014764","43.64222","-70.30444","13.7","2015-10-10","50","56","40"
"USW00014764","43.64222","-70.30444","13.7","2015-10-11","53","68","45"
"USW00014764","43.64222","-70.30444","13.7","2015-10-12","58","70","44"
"USW00014764","43.64222","-70.30444","13.7","2015-10-13","57","62","49"
"USW00014764","43.64222","-70.30444","13.7","2015-10-14","60","68","45"
"USW00014764","43.64222","-70.30444","13.7","2015-10-15","48","57","35"
"USW00014764","43.64222","-70.30444","13.7","2015-10-16","52","61","36"
"USW00014764","43.64222","-70.30444","13.7","2015-10-17","44","57","32"
"USW00014764","43.64222","-70.30444","13.7","2015-10-18","37","46","27"
"USW00014764","43.64222","-70.30444","13.7","2015-10-19","35","48","23"
"USW00014764","43.64222","-70.30444","13.7","2015-10-20","49","66","40"
"USW00014764","43.64222","-70.30444","13.7","2015-10-21","53","58","48"
"USW00014764","43.64222","-70.30444","13.7","2015-10-22","55","65","52"
"USW00014764","43.64222","-70.30444","13.7","2015-10-23","49","54","35"
"USW00014764","43.64222","-70.30444","13.7","2015-10-24","39","47","29"
"USW00014764","43.64222","-70.30444","13.7","2015-10-25","52","62","45"
"USW00014764","43.64222","-70.30444","13.7","2015-10-26","47","54","29"
"USW00014764","43.64222","-70.30444","13.7","2015-10-27","39","52","28"
"USW00014764","43.64222","-70.30444","13.7","2015-10-28","40","59","29"
"USW00014764","43.64222","-70.30444","13.7","2015-10-29","61","73","53"
"USW00014764","43.64222","-70.30444","13.7","2015-10-30","52","58","31"
"USW00014764","43.64222","-70.30444","13.7","2015-10-31","39","51","27"
"USW00014764","43.64222","-70.30444","13.7","2015-11-01","49","58","44"
"USW00014764","43.64222","-70.30444","13.7","2015-11-02","53","64","40"
"USW00014764","43.64222","-70.30444","13.7","2015-11-03","48","64","35"
"USW00014764","43.64222","-70.30444","13.7","2015-11-04","49","64","35"
"USW00014764","43.64222","-70.30444","13.7","2015-11-05","50","68","39"
"USW00014764","43.64222","-70.30444","13.7","2015-11-06","56","69","51"
"USW00014764","43.64222","-70.30444","13.7","2015-11-07","60","65","41"
"USW00014764","43.64222","-70.30444","13.7","2015-11-08","46","53","36"
"USW00014764","43.64222","-70.30444","13.7","2015-11-09","42","58","27"
"USW00014764","43.64222","-70.30444","13.7","2015-11-10","41","53","29"
"USW00014764","43.64222","-70.30444","13.7","2015-11-11","45","47","43"
"USW00014764","43.64222","-70.30444","13.7","2015-11-12","44","53","39"
"USW00014764","43.64222","-70.30444","13.7","2015-11-13","52","60","45"
"USW00014764","43.64222","-70.30444","13.7","2015-11-14","44","46","31"
"USW00014764","43.64222","-70.30444","13.7","2015-11-15","37","53","26"
"USW00014764","43.64222","-70.30444","13.7","2015-11-16","40","54","28"
"USW00014764","43.64222","-70.30444","13.7","2015-11-17","37","47","25"
"USW00014764","43.64222","-70.30444","13.7","2015-11-18","33","47","20"
"USW00014764","43.64222","-70.30444","13.7","2015-11-19","41","53","30"
"USW00014764","43.64222","-70.30444","13.7","2015-11-20","54","59","35"
"USW00014764","43.64222","-70.30444","13.7","2015-11-21","39","46","28"
"USW00014764","43.64222","-70.30444","13.7","2015-11-22","35","42","28"
"USW00014764","43.64222","-70.30444","13.7","2015-11-23","38","42","24"
"USW00014764","43.64222","-70.30444","13.7","2015-11-24","29","42","18"
"USW00014764","43.64222","-70.30444","13.7","2015-11-25","32","41","21"
"USW00014764","43.64222","-70.30444","13.7","2015-11-26","37","51","24"
"USW00014764","43.64222","-70.30444","13.7","2015-11-27","52","61","47"
"USW00014764","43.64222","-70.30444","13.7","2015-11-28","48","57","30"
"USW00014764","43.64222","-70.30444","13.7","2015-11-29","33","41","24"
"USW00014764","43.64222","-70.30444","13.7","2015-11-30","27","32","19"
"USW00014764","43.64222","-70.30444","13.7","2015-12-01","29","38","19"
"USW00014764","43.64222","-70.30444","13.7","2015-12-02","39","44","36"
"USW00014764","43.64222","-70.30444","13.7","2015-12-03","42","45","34"
"USW00014764","43.64222","-70.30444","13.7","2015-12-04","37","47","26"
"USW00014764","43.64222","-70.30444","13.7","2015-12-05","36","51","25"
"USW00014764","43.64222","-70.30444","13.7","2015-12-06","36","51","24"
"USW00014764","43.64222","-70.30444","13.7","2015-12-07","38","57","27"
"USW00014764","43.64222","-70.30444","13.7","2015-12-08","36","39","31"
"USW00014764","43.64222","-70.30444","13.7","2015-12-09","35","45","32"
"USW00014764","43.64222","-70.30444","13.7","2015-12-10","46","53","38"
"USW00014764","43.64222","-70.30444","13.7","2015-12-11","44","48","34"
"USW00014764","43.64222","-70.30444","13.7","2015-12-12","44","57","34"
"USW00014764","43.64222","-70.30444","13.7","2015-12-13","41","47","36"
"USW00014764","43.64222","-70.30444","13.7","2015-12-14","43","48","40"
"USW00014764","43.64222","-70.30444","13.7","2015-12-15","46","56","34"
"USW00014764","43.64222","-70.30444","13.7","2015-12-16","36","42","27"
"USW00014764","43.64222","-70.30444","13.7","2015-12-17","38","50","29"
"USW00014764","43.64222","-70.30444","13.7","2015-12-18","44","46","34"
"USW00014764","43.64222","-70.30444","13.7","2015-12-19","35","40","29"
"USW00014764","43.64222","-70.30444","13.7","2015-12-20","32","38","26"
"USW00014764","43.64222","-70.30444","13.7","2015-12-21","34","47","26"
"USW00014764","43.64222","-70.30444","13.7","2015-12-22","43","49","32"
"USW00014764","43.64222","-70.30444","13.7","2015-12-23","37","47","30"
"USW00014764","43.64222","-70.30444","13.7","2015-12-24","47","51","44"
"USW00014764","43.64222","-70.30444","13.7","2015-12-25","49","62","35"
"USW00014764","43.64222","-70.30444","13.7","2015-12-26","45","51","31"
"USW00014764","43.64222","-70.30444","13.7","2015-12-27","40","43","33"
"USW00014764","43.64222","-70.30444","13.7","2015-12-28","29","34","22"
"USW00014764","43.64222","-70.30444","13.7","2015-12-29","20","23","17"
"USW00014764","43.64222","-70.30444","13.7","2015-12-30","21","28","18"
"USW00014764","43.64222","-70.30444","13.7","2015-12-31","32","44","28"
"USW00014764","43.64222","-70.30444","13.7","2016-01-01","36","41","30"
"USW00014764","43.64222","-70.30444","13.7","2016-01-02","33","37","29"
"USW00014764","43.64222","-70.30444","13.7","2016-01-03","35","40","26"
"USW00014764","43.64222","-70.30444","13.7","2016-01-04","26","31","8"
"USW00014764","43.64222","-70.30444","13.7","2016-01-05","13","26","4"
"USW00014764","43.64222","-70.30444","13.7","2016-01-06","24","41","12"
"USW00014764","43.64222","-70.30444","13.7","2016-01-07","28","39","12"
"USW00014764","43.64222","-70.30444","13.7","2016-01-08","27","39","17"
"USW00014764","43.64222","-70.30444","13.7","2016-01-09","34","36","30"
"USW00014764","43.64222","-70.30444","13.7","2016-01-10","40","52","34"
"USW00014764","43.64222","-70.30444","13.7","2016-01-11","38","47","23"
"USW00014764","43.64222","-70.30444","13.7","2016-01-12","25","37","19"
"USW00014764","43.64222","-70.30444","13.7","2016-01-13","26","27","16"
"USW00014764","43.64222","-70.30444","13.7","2016-01-14","20","28","15"
"USW00014764","43.64222","-70.30444","13.7","2016-01-15","22","30","10"
"USW00014764","43.64222","-70.30444","13.7","2016-01-16","28","31","26"
"USW00014764","43.64222","-70.30444","13.7","2016-01-17","29","32","25"
"USW00014764","43.64222","-70.30444","13.7","2016-01-18","25","27","16"
"USW00014764","43.64222","-70.30444","13.7","2016-01-19","16","18","12"
"USW00014764","43.64222","-70.30444","13.7","2016-01-20","20","28","15"
"USW00014764","43.64222","-70.30444","13.7","2016-01-21","18","27","2"
"USW00014764","43.64222","-70.30444","13.7","2016-01-22","17","30","1"
"USW00014764","43.64222","-70.30444","13.7","2016-01-23","18","20","14"
"USW00014764","43.64222","-70.30444","13.7","2016-01-24","22","35","15"
"USW00014764","43.64222","-70.30444","13.7","2016-01-25","28","34","17"
"USW00014764","43.64222","-70.30444","13.7","2016-01-26","36","47","28"
"USW00014764","43.64222","-70.30444","13.7","2016-01-27","42","46","23"
"USW00014764","43.64222","-70.30444","13.7","2016-01-28","28","37","16"
"USW00014764","43.64222","-70.30444","13.7","2016-01-29","33","35","29"
"USW00014764","43.64222","-70.30444","13.7","2016-01-30","34","40","26"
"USW00014764","43.64222","-70.30444","13.7","2016-01-31","40","51","34"
"USW00014764","43.64222","-70.30444","13.7","2016-02-01","45","59","31"
"USW00014764","43.64222","-70.30444","13.7","2016-02-02","37","48","25"
"USW00014764","43.64222","-70.30444","13.7","2016-02-03","37","50","31"
"USW00014764","43.64222","-70.30444","13.7","2016-02-04","45","55","38"
"USW00014764","43.64222","-70.30444","13.7","2016-02-05","35","42","20"
"USW00014764","43.64222","-70.30444","13.7","2016-02-06","24","35","11"
"USW00014764","43.64222","-70.30444","13.7","2016-02-07","33","44","21"
"USW00014764","43.64222","-70.30444","13.7","2016-02-08","22","28","16"
"USW00014764","43.64222","-70.30444","13.7","2016-02-09","21","26","13"
"USW00014764","43.64222","-70.30444","13.7","2016-02-10","24","34","13"
"USW00014764","43.64222","-70.30444","13.7","2016-02-11","26","30","5"
"USW00014764","43.64222","-70.30444","13.7","2016-02-12","10","21","-2"
"USW00014764","43.64222","-70.30444","13.7","2016-02-13","13","22","-9"
"USW00014764","43.64222","-70.30444","13.7","2016-02-14","-1","12","-10"
"USW00014764","43.64222","-70.30444","13.7","2016-02-15","5","22","-10"
"USW00014764","43.64222","-70.30444","13.7","2016-02-16","30","50","19"
"USW00014764","43.64222","-70.30444","13.7","2016-02-17","41","47","30"
"USW00014764","43.64222","-70.30444","13.7","2016-02-18","31","33","21"
"USW00014764","43.64222","-70.30444","13.7","2016-02-19","25","36","14"
"USW00014764","43.64222","-70.30444","13.7","2016-02-20","40","53","29"
"USW00014764","43.64222","-70.30444","13.7","2016-02-21","46","52","29"
"USW00014764","43.64222","-70.30444","13.7","2016-02-22","32","38","22"
"USW00014764","43.64222","-70.30444","13.7","2016-02-23","25","35","16"
"USW00014764","43.64222","-70.30444","13.7","2016-02-24","32","35","29"
"USW00014764","43.64222","-70.30444","13.7","2016-02-25","45","53","35"
"USW00014764","43.64222","-70.30444","13.7","2016-02-26","37","41","17"
"USW00014764","43.64222","-70.30444","13.7","2016-02-27","22","35","13"
"USW00014764","43.64222","-70.30444","13.7","2016-02-28","40","50","31"
"USW00014764","43.64222","-70.30444","13.7","2016-02-29","40","59","25"
"USW00014764","43.64222","-70.30444","13.7","2016-03-01","36","43","27"
"USW00014764","43.64222","-70.30444","13.7","2016-03-02","38","49","19"
"USW00014764","43.64222","-70.30444","13.7","2016-03-03","21","29","13"
"USW00014764","43.64222","-70.30444","13.7","2016-03-04","20","26","14"
"USW00014764","43.64222","-70.30444","13.7","2016-03-05","26","36","19"
"USW00014764","43.64222","-70.30444","13.7","2016-03-06","31","39","24"
"USW00014764","43.64222","-70.30444","13.7","2016-03-07","32","40","27"
"USW00014764","43.64222","-70.30444","13.7","2016-03-08","36","48","25"
"USW00014764","43.64222","-70.30444","13.7","2016-03-09","48","66","40"
"USW00014764","43.64222","-70.30444","13.7","2016-03-10","57","66","41"
"USW00014764","43.64222","-70.30444","13.7","2016-03-11","44","55","35"
"USW00014764","43.64222","-70.30444","13.7","2016-03-12","39","49","27"
"USW00014764","43.64222","-70.30444","13.7","2016-03-13","50","60","39"
"USW00014764","43.64222","-70.30444","13.7","2016-03-14","38","40","30"
"USW00014764","43.64222","-70.30444","13.7","2016-03-15","39","42","38"
"USW00014764","43.64222","-70.30444","13.7","2016-03-16","44","53","39"
"USW00014764","43.64222","-70.30444","13.7","2016-03-17","47","55","38"
"USW00014764","43.64222","-70.30444","13.7","2016-03-18","44","52","31"
"USW00014764","43.64222","-70.30444","13.7","2016-03-19","32","42","23"
"USW00014764","43.64222","-70.30444","13.7","2016-03-20","28","35","20"
"USW00014764","43.64222","-70.30444","13.7","2016-03-21","31","40","26"
"USW00014764","43.64222","-70.30444","13.7","2016-03-22","35","46","27"
"USW00014764","43.64222","-70.30444","13.7","2016-03-23","44","52","37"
"USW00014764","43.64222","-70.30444","13.7","2016-03-24","33","37","28"
"USW00014764","43.64222","-70.30444","13.7","2016-03-25","30","36","26"
"USW00014764","43.64222","-70.30444","13.7","2016-03-26","36","42","32"
"USW00014764","43.64222","-70.30444","13.7","2016-03-27","36","43","31"
"USW00014764","43.64222","-70.30444","13.7","2016-03-28","38","43","33"
"USW00014764","43.64222","-70.30444","13.7","2016-03-29","42","47","34"
"USW00014764","43.64222","-70.30444","13.7","2016-03-30","38","49","24"
"USW00014764","43.64222","-70.30444","13.7","2016-03-31","52","72","44"
"USW00014764","43.64222","-70.30444","13.7","2016-04-01","56","64","51"
"USW00014764","43.64222","-70.30444","13.7","2016-04-02","50","53","37"
"USW00014764","43.64222","-70.30444","13.7","2016-04-03","35","38","20"
"USW00014764","43.64222","-70.30444","13.7","2016-04-04","22","25","17"
"USW00014764","43.64222","-70.30444","13.7","2016-04-05","27","37","19"
"USW00014764","43.64222","-70.30444","13.7","2016-04-06","29","40","17"
"USW00014764","43.64222","-70.30444","13.7","2016-04-07","44","50","40"
"USW00014764","43.64222","-70.30444","13.7","2016-04-08","48","55","35"
"USW00014764","43.64222","-70.30444","13.7","2016-04-09","37","47","26"
"USW00014764","43.64222","-70.30444","13.7","2016-04-10","36","47","27"
"USW00014764","43.64222","-70.30444","13.7","2016-04-11","41","50","32"
"USW00014764","43.64222","-70.30444","13.7","2016-04-12","49","52","32"
"USW00014764","43.64222","-70.30444","13.7","2016-04-13","41","54","28"
"USW00014764","43.64222","-70.30444","13.7","2016-04-14","43","56","35"
"USW00014764","43.64222","-70.30444","13.7","2016-04-15","45","59","35"
"USW00014764","43.64222","-70.30444","13.7","2016-04-16","47","60","35"
"USW00014764","43.64222","-70.30444","13.7","2016-04-17","45","60","30"
"USW00014764","43.64222","-70.30444","13.7","2016-04-18","49","65","36"
"USW00014764","43.64222","-70.30444","13.7","2016-04-19","46","57","41"
"USW00014764","43.64222","-70.30444","13.7","2016-04-20","48","59","37"
"USW00014764","43.64222","-70.30444","13.7","2016-04-21","51","68","32"
"USW00014764","43.64222","-70.30444","13.7","2016-04-22","55","68","44"
"USW00014764","43.64222","-70.30444","13.7","2016-04-23","56","64","43"
"USW00014764","43.64222","-70.30444","13.7","2016-04-24","47","57","33"
"USW00014764","43.64222","-70.30444","13.7","2016-04-25","46","62","28"
"USW00014764","43.64222","-70.30444","13.7","2016-04-26","39","45","30"
"USW00014764","43.64222","-70.30444","13.7","2016-04-27","40","56","27"
"USW00014764","43.64222","-70.30444","13.7","2016-04-28","42","49","29"
